ID,organic,cation,anion
2901,Dimethylammonium,Pb,Cl
2902,Dimethylammonium,Pb,Cl
2903,Dimethylammonium,Pb,Cl
2904,Dimethylammonium,Pb,Cl
2905,Dimethylammonium,Pb,Cl
2906,Acetamidinium,Pb,Cl
2907,Acetamidinium,Pb,Cl
2908,Acetamidinium,Pb,Cl
2909,Acetamidinium,Pb,Cl
2910,Acetamidinium,Pb,Cl
2911,Acetamidinium,Pb,Cl
2912,Methylammonium,Pb,Cl
2913,Methylammonium,Pb,Cl
2914,Methylammonium,Pb,Cl
2915,Methylammonium,Pb,Cl
2916,Methylammonium,Pb,Cl
2917,Guanidinium,Pb,Cl
2918,Guanidinium,Pb,Cl
2919,Guanidinium,Pb,Cl
2920,Hydroxylammonium,Pb,Cl
2921,Hydroxylammonium,Pb,Cl
2922,Hydroxylammonium,Pb,Cl
2923,Hydroxylammonium,Pb,Cl
2924,Hydroxylammonium,Pb,Cl
2925,Hydroxylammonium,Pb,Cl
2926,Formamidinium,Pb,Cl
2927,Formamidinium,Pb,Cl
2928,Formamidinium,Pb,Cl
2929,Tetramethylammonium,Pb,Cl
2930,Tetramethylammonium,Pb,Cl
2931,Tetramethylammonium,Pb,Cl
2932,Hydrazinium,Pb,Cl
2933,Hydrazinium,Pb,Cl
2934,Hydrazinium,Pb,Cl
2935,Hydrazinium,Pb,Cl
2936,Hydrazinium,Pb,Cl
2937,Hydrazinium,Pb,Cl
2938,Hydrazinium,Pb,Cl
2939,Hydrazinium,Pb,Cl
2940,Hydrazinium,Pb,Cl
2941,Ammonium,Pb,Cl
2942,Ammonium,Pb,Cl
2943,Trimethylammonium,Pb,Cl
2944,Trimethylammonium,Pb,Cl
2945,Trimethylammonium,Pb,Cl
2946,Trimethylammonium,Pb,Cl
2947,Trimethylammonium,Pb,Cl
2948,Trimethylammonium,Pb,Cl
2949,Trimethylammonium,Pb,Cl
2950,Trimethylammonium,Pb,Cl
2951,Trimethylammonium,Pb,Cl
2952,Trimethylammonium,Pb,Cl
2953,Trimethylammonium,Pb,Cl
2954,Azetidinium,Pb,Cl
2955,Azetidinium,Pb,Cl
2956,Azetidinium,Pb,Cl
2957,Azetidinium,Pb,Cl
2958,Azetidinium,Pb,Cl
2959,Azetidinium,Pb,Cl
2960,Azetidinium,Pb,Cl
2961,Azetidinium,Pb,Cl
2962,Azetidinium,Pb,Cl
2963,Azetidinium,Pb,Cl
2964,Azetidinium,Pb,Cl
2965,Azetidinium,Pb,Cl
2966,Azetidinium,Pb,Cl
2967,Imidazolium,Pb,Cl
2968,Imidazolium,Pb,Cl
2969,Imidazolium,Pb,Cl
2970,Imidazolium,Pb,Cl
2971,Imidazolium,Pb,Cl
2972,Imidazolium,Pb,Cl
2973,Imidazolium,Pb,Cl
2974,Ethylammonium,Pb,Br
2975,Ethylammonium,Pb,Br
2976,Ethylammonium,Pb,Br
2977,Ethylammonium,Pb,Br
2978,Ethylammonium,Pb,Br
2979,Ethylammonium,Pb,Br
2980,Ethylammonium,Pb,Br
2981,Ethylammonium,Pb,Br
2982,Ethylammonium,Pb,Br
2983,Ethylammonium,Pb,Br
2984,Propylammonium,Pb,Br
2985,Propylammonium,Pb,Br
2986,Propylammonium,Pb,Br
2987,Propylammonium,Pb,Br
2988,Propylammonium,Pb,Br
2989,Propylammonium,Pb,Br
2990,Propylammonium,Pb,Br
2991,Propylammonium,Pb,Br
2992,Propylammonium,Pb,Br
2993,Propylammonium,Pb,Br
2994,Propylammonium,Pb,Br
2995,Butylammonium,Pb,Br
2996,Butylammonium,Pb,Br
2997,Butylammonium,Pb,Br
2998,Butylammonium,Pb,Br
2999,Isopropylammonium,Pb,Br
3000,Isopropylammonium,Pb,Br
3001,Isopropylammonium,Pb,Br
3002,Isopropylammonium,Pb,Br
3003,Isopropylammonium,Pb,Br
3004,Isopropylammonium,Pb,Br
3005,Isopropylammonium,Pb,Br
3006,Isopropylammonium,Pb,Br
3007,Dimethylammonium,Pb,Br
3008,Dimethylammonium,Pb,Br
3009,Dimethylammonium,Pb,Br
3010,Dimethylammonium,Pb,Br
3011,Dimethylammonium,Pb,Br
3012,Dimethylammonium,Pb,Br
3013,Dimethylammonium,Pb,Br
3014,Acetamidinium,Pb,Br
3015,Acetamidinium,Pb,Br
3016,Acetamidinium,Pb,Br
3017,Acetamidinium,Pb,Br
3018,Acetamidinium,Pb,Br
3019,Acetamidinium,Pb,Br
3020,Methylammonium,Pb,Br
3021,Methylammonium,Pb,Br
3022,Methylammonium,Pb,Br
3023,Methylammonium,Pb,Br
3024,Methylammonium,Pb,Br
3025,Guanidinium,Pb,Br
3026,Guanidinium,Pb,Br
3027,Guanidinium,Pb,Br
3028,Hydroxylammonium,Pb,Br
3029,Hydroxylammonium,Pb,Br
3030,Hydroxylammonium,Pb,Br
3031,Hydroxylammonium,Pb,Br
3032,Hydroxylammonium,Pb,Br
3033,Hydroxylammonium,Pb,Br
3034,Hydroxylammonium,Pb,Br
3035,Formamidinium,Pb,Br
3036,Formamidinium,Pb,Br
3037,Formamidinium,Pb,Br
3038,Tetramethylammonium,Pb,Br
3039,Tetramethylammonium,Pb,Br
3040,Tetramethylammonium,Pb,Br
3041,Hydrazinium,Pb,Br
3042,Hydrazinium,Pb,Br
3043,Hydrazinium,Pb,Br
3044,Hydrazinium,Pb,Br
3045,Hydrazinium,Pb,Br
3046,Hydrazinium,Pb,Br
3047,Hydrazinium,Pb,Br
3048,Hydrazinium,Pb,Br
3049,Ammonium,Pb,Br
3050,Ammonium,Pb,Br
3051,Ammonium,Pb,Br
3052,Trimethylammonium,Pb,Br
3053,Trimethylammonium,Pb,Br
3054,Trimethylammonium,Pb,Br
3055,Trimethylammonium,Pb,Br
3056,Trimethylammonium,Pb,Br
3057,Trimethylammonium,Pb,Br
3058,Trimethylammonium,Pb,Br
3059,Trimethylammonium,Pb,Br
3060,Trimethylammonium,Pb,Br
3061,Azetidinium,Pb,Br
3062,Azetidinium,Pb,Br
3063,Azetidinium,Pb,Br
3064,Azetidinium,Pb,Br
3065,Azetidinium,Pb,Br
3066,Azetidinium,Pb,Br
3067,Azetidinium,Pb,Br
3068,Azetidinium,Pb,Br
3069,Azetidinium,Pb,Br
3070,Azetidinium,Pb,Br
3071,Azetidinium,Pb,Br
3072,Azetidinium,Pb,Br
3073,Azetidinium,Pb,Br
3074,Imidazolium,Pb,Br
3075,Imidazolium,Pb,Br
3076,Imidazolium,Pb,Br
3077,Imidazolium,Pb,Br
3078,Imidazolium,Pb,Br
3079,Ethylammonium,Pb,I
3080,Ethylammonium,Pb,I
3081,Ethylammonium,Pb,I
3082,Ethylammonium,Pb,I
3083,Ethylammonium,Pb,I
3084,Ethylammonium,Pb,I
3085,Ethylammonium,Pb,I
3086,Ethylammonium,Pb,I
3087,Ethylammonium,Pb,I
3088,Ethylammonium,Pb,I
3089,Ethylammonium,Pb,I
3090,Propylammonium,Pb,I
3091,Propylammonium,Pb,I
3092,Propylammonium,Pb,I
3093,Propylammonium,Pb,I
3094,Propylammonium,Pb,I
3095,Propylammonium,Pb,I
3096,Propylammonium,Pb,I
3097,Propylammonium,Pb,I
3098,Propylammonium,Pb,I
3099,Propylammonium,Pb,I
3100,Propylammonium,Pb,I
3101,Propylammonium,Pb,I
3102,Propylammonium,Pb,I
3103,Butylammonium,Pb,I
3104,Butylammonium,Pb,I
3105,Butylammonium,Pb,I
3106,Butylammonium,Pb,I
3107,Isopropylammonium,Pb,I
3108,Isopropylammonium,Pb,I
3109,Isopropylammonium,Pb,I
3110,Isopropylammonium,Pb,I
3111,Isopropylammonium,Pb,I
3112,Isopropylammonium,Pb,I
3113,Isopropylammonium,Pb,I
3114,Isopropylammonium,Pb,I
3115,Isopropylammonium,Pb,I
3116,Isopropylammonium,Pb,I
3117,Dimethylammonium,Pb,I
3118,Dimethylammonium,Pb,I
3119,Dimethylammonium,Pb,I
3120,Dimethylammonium,Pb,I
3121,Dimethylammonium,Pb,I
3122,Dimethylammonium,Pb,I
3123,Dimethylammonium,Pb,I
3124,Acetamidinium,Pb,I
3125,Acetamidinium,Pb,I
3126,Acetamidinium,Pb,I
3127,Acetamidinium,Pb,I
3128,Acetamidinium,Pb,I
3129,Acetamidinium,Pb,I
3130,Methylammonium,Pb,I
3131,Methylammonium,Pb,I
3132,Methylammonium,Pb,I
3133,Methylammonium,Pb,I
3134,Methylammonium,Pb,I
3135,Methylammonium,Pb,I
3136,Guanidinium,Pb,I
3137,Guanidinium,Pb,I
3138,Guanidinium,Pb,I
3139,Hydroxylammonium,Pb,I
3140,Hydroxylammonium,Pb,I
3141,Hydroxylammonium,Pb,I
3142,Hydroxylammonium,Pb,I
3143,Hydroxylammonium,Pb,I
3144,Hydroxylammonium,Pb,I
3145,Hydroxylammonium,Pb,I
3146,Formamidinium,Pb,I
3147,Formamidinium,Pb,I
3148,Formamidinium,Pb,I
3149,Tetramethylammonium,Pb,I
3150,Tetramethylammonium,Pb,I
3151,Tetramethylammonium,Pb,I
3152,Hydrazinium,Pb,I
3153,Hydrazinium,Pb,I
3154,Hydrazinium,Pb,I
3155,Hydrazinium,Pb,I
3156,Hydrazinium,Pb,I
3157,Hydrazinium,Pb,I
3158,Hydrazinium,Pb,I
3159,Hydrazinium,Pb,I
3160,Hydrazinium,Pb,I
3161,Ammonium,Pb,I
3162,Ammonium,Pb,I
3163,Ammonium,Pb,I
3164,Trimethylammonium,Pb,I
3165,Trimethylammonium,Pb,I
3166,Trimethylammonium,Pb,I
3167,Trimethylammonium,Pb,I
3168,Trimethylammonium,Pb,I
3169,Trimethylammonium,Pb,I
3170,Trimethylammonium,Pb,I
3171,Trimethylammonium,Pb,I
3172,Trimethylammonium,Pb,I
3173,Trimethylammonium,Pb,I
3174,Trimethylammonium,Pb,I
3175,Trimethylammonium,Pb,I
3176,Azetidinium,Pb,I
3177,Azetidinium,Pb,I
3178,Azetidinium,Pb,I
3179,Azetidinium,Pb,I
3180,Azetidinium,Pb,I
3181,Azetidinium,Pb,I
3182,Azetidinium,Pb,I
3183,Azetidinium,Pb,I
3184,Azetidinium,Pb,I
3185,Azetidinium,Pb,I
3186,Azetidinium,Pb,I
3187,Azetidinium,Pb,I
3188,Azetidinium,Pb,I
3189,Azetidinium,Pb,I
3190,Azetidinium,Pb,I
3191,Imidazolium,Pb,I
3192,Imidazolium,Pb,I
3193,Imidazolium,Pb,I
3194,Imidazolium,Pb,I
3195,Imidazolium,Pb,I
3196,Imidazolium,Pb,I
